"pcs" "RUC" "cs" "reves" "crevpp" "region" "habi" "Ahabi" "Atyph" "agecat" "Acompm" "nbpers" "enfants" "Anat" "Bauto" "Nbadulte" "Sinistre1" "Sinistre2" "Sinistre3" "Police1" "Police2" "Police3" "durPolice1" "Durée" "NSin" "censure" "Sinistre0"
"Autres pers. sans activite prof." 4500 "Moyenne Inf" 4500 "3eme quartile" "2" "2" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0 2.38 6.355 0.945 4.49396166815599 449 0 0 18.755272151753
"Autres pers. sans activite prof." 2096.774 "Modeste" 6500 "1er quartile" "2" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "21-40" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 44.85 3.16 0 30 0 0 19.2931551794042
"Professions intermediaires" 3629.032 "Moyenne Inf" 11250 "2eme quartile" "2" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.23 6.19 6.475 4.215 0.155887853853737 16 5 0 17.0170613219386
"Retraites" 1451.613 "Modeste" 4500 "1er quartile" "2" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "61-96" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Pas de vehicule" 4 0 0 1.9 1.49 8.84 0.075 0.0851507536553744 9 5 0 11.9974565254
"Employes" 6500 "Moyenne Inf" 6500 "4eme quartile" "2" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 1.93 0.225 1.6 0.545 6.17650503243792 618 2 1 16.8942283053002
"Retraites" 2708.333 "Modeste" 6500 "1er quartile" "3" "0" "Communes rurales" "Locataire" "61-96" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 0.3 2.4 3.005 0.322405532803095 32 0 0 20.1057574846708
"Retraites" 8500 "Moyenne Sup" 8500 "4eme quartile" "3" "0" "Communes rurales" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 6.5 12.055 0.501 9.08400177005679 908 0 1 20.9772913239497
"Ouvriers" 6250 "Moyenne Inf" 13750 "3eme quartile" "3" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.24 2.075 10.63 0.915 0.793394039770621 79 4 1 10.0819934949884
"Ouvriers" 5000 "Moyenne Inf" 8500 "3eme quartile" "3" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 1.375 19.225 1.09 1.63289732557712 163 0 1 17.690316006492
"Ouvriers" 3148.148 "Modeste" 8500 "1er quartile" "3" "1" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 1.65 17.245 5.02 0.135824995675414 14 0 0 9.21859894896479
"Ouvriers" 3409.091 "Modeste" 7500 "1er quartile" "3" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 21.38 2.255 0 30 0 0 12.4688193838946
"Ouvriers" 2236.842 "Modeste" 8500 "1er quartile" "3" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Pas de vehicule" 5 0 0 0 0 24 1.755 0 30 0 0 14.8302277857151
"Retraites" 4500 "Moyenne Inf" 4500 "3eme quartile" "3" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0 0.27 2.8 2.78 4.49396166815599 449 0 0 16.4431897023914
"Employes" 2741.936 "Modeste" 8500 "1er quartile" "3" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 2.12 0.935 18.177 9.296 0.119885673787742 12 5 0 20.4042561271157
"Professions intermediaires" 5241.936 "Moyenne Inf" 16250 "3eme quartile" "3" "2" "Un. urb. de 2 000 a 9 999 hab." "Non declare" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 2.35 26.975 0.88 0.233799161109459 23 0 1 19.9089438396031
"Retraites" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "3" "3" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 2 0 0 0 0 3.04 0.18 0 30 0 1 17.1048781313635
"Retraites" 11029.41 "Aise" 18750 "4eme quartile" "3" "4" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.15 1.1 2.55 14.88 5.12450155814469 512 3 1 19.788091086307
"Retraites" 6500 "Moyenne Inf" 6500 "4eme quartile" "3" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0.23 0 5.996 5.81 0 30 2 1 17.2320924755934
"Retraites" 9558.823 "Moyenne Sup" 16250 "4eme quartile" "3" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 118.55 0 0 1.55 17.84 3.77 78548.7277396492 0 3 1 21.2283984847483
"Professions intermediaires" 5000 "Moyenne Inf" 27500 "2eme quartile" "3" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Autre menage" 8 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 6 0 0 0 6.875 16.889 1.515 0.00404754780004695 30 0 1 18.2532400323921
"Artisans, comm., chefs d'ent." 9375 "Moyenne Sup" 22500 "4eme quartile" "3" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0.5 0 1.44 0.57 5.365 4.35 1.49553816976219 150 8 1 15.8852111042366
"Professions intermediaires" 11029.41 "Aise" 18750 "4eme quartile" "3" "0" "Communes rurales" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.92 0.4 0.725 1.94 5.12450155814469 512 3 1 16.6709115596542
"Retraites" 4411.765 "Moyenne Inf" 7500 "2eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.6 4.76 1.26 1.41534118332007 142 0 0 14.4539750243052
"Ouvriers" 2111.111 "Modeste" 9500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 6 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 6 0 0 0 1.58 27.925 0.825 0.0131004888259077 1 0 0 19.4215552138278
"Retraites" 9558.823 "Moyenne Sup" 16250 "4eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.575 22.775 1.1 4.02412614337837 402 0 1 15.4907625092562
"Retraites" 7812.5 "Moyenne Sup" 18750 "4eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 1.872 9.34 2.788 1.08286638798256 108 0 1 16.9246674062409
"Artisans, comm., chefs d'ent." 2500 "Modeste" 2500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 1.96 0.5 4.07 0.86 2.22554092849247 223 2 0 20.6475435675333
"Ouvriers" 6018.519 "Moyenne Inf" 16250 "3eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.93 3.04 33.186 2.717 0.277843802487079 28 5 1 10.1578528507653
"Retraites" 3125 "Modeste" 7500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Pas de vehicule" 3 0 0 0 0 3.385 0.98 0 30 0 0 13.4510417604462
"Retraites" 4411.765 "Moyenne Inf" 7500 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.69 0 11.15 1.325 0 30 3 0 15.5719848638333
"Ouvriers" 3879.31 "Moyenne Inf" 11250 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 3.5 5.885 2.832 0.166871743838558 17 0 0 18.2798810987193
"Retraites" 4411.765 "Moyenne Inf" 7500 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Pas de vehicule" 2 0 0 0.23 1.82 14.245 1.15 1.61721244526493 162 3 0 15.8139829861845
"Ouvriers" 3125 "Moyenne Inf" 11250 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.73 1.06 13.366 5.012 0.0496241987889058 5 6 0 19.3542053436735
"Ouvriers" 2209.302 "Modeste" 9500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 6 "Pas d'enfants" "Menage francais" "Pas de vehicule" 5 0 0 0.92 5.055 62.066 4.44 0.0155055139729358 2 7 0 16.3380058782041
"Ouvriers" 2741.936 "Modeste" 8500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 5 0 0 1.395 3.295 2.426 0.181854194501469 18 5 0 18.1703095915202
"Employes" 2419.355 "Modeste" 7500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 22.5 0 0.24 1.66 12.985 2.34 0.703208375201632 70 10 0 16.6541800031099
"Ouvriers" 5113.636 "Moyenne Inf" 11250 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.23 0 12.85 3.325 0 30 4 1 11.2047637911062
"Autres pers. sans activite prof." 2200 "Modeste" 5500 "1er quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 7 0 0.23 0 8.5 1 0 30 10 0 19.4685336455082
"Cadres et prof. intellectuelles sup." 8522.728 "Moyenne Sup" 18750 "4eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 2.07 0.4 3.705 3.995 1.23444408991072 123 4 1 11.921470304783
"Cadres et prof. intellectuelles sup." 5921.053 "Moyenne Sup" 22500 "3eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 5 0 0 0.46 4.83 21.545 20.399 0.100086476002811 10 6 1 15.2019984387751
"Ouvriers" 1323.529 "Modeste" 4500 "1er quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Autre menage" 5 "Pas d'enfants" "Au moins une personne etrangere" "Au - 1 vehicule" 3 0 0 2.1 0.81 26.564 6.099 0.0258876636648286 3 6 0 16.2231194980068
"Ouvriers" 6048.387 "Moyenne Sup" 18750 "3eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.53 0 22.625 0.68 0 30 5 1 16.399922344377
"Ouvriers" 2743.902 "Modeste" 11250 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Couple avec enfant(s)" 6 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 4 0 0 0 1.261 23.82 1.075 0.0162349156837228 2 0 0 5.81406195087117
"Retraites" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.875 1 1.525 1.86852610276075 187 0 1 13.9390161490868
"Employes" 13235.29 "Aise" 22500 "4eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.69 0 17.49 6.25 0 30 3 1 21.7762804734962
"Professions intermediaires" 3515.625 "Moyenne Inf" 11250 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Pas de vehicule" 2 0 0 0 0.7 9.26 6.709 0.0634876553621451 6 0 0 10.8741863579738
"Ouvriers" 3148.148 "Modeste" 8500 "1er quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0.9 0 0.48 1.48 22.5 5.245 0.146403610132502 15 10 0 4.50774773263422
"Ouvriers" 3541.667 "Moyenne Inf" 8500 "2eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 2.39 4.86 1.25 0.413566707165779 41 0 0 18.7738784933322
"Professions intermediaires" 3064.516 "Moyenne Inf" 9500 "1er quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 5.9 2.375 12.015 2.37 0.132470189892402 13 5 0 19.2190480242841
"Professions intermediaires" 3879.31 "Moyenne Inf" 11250 "2eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 13.17 2.432 19.581 4.125 0.166871743838558 17 5 0 15.8379580457297
"Employes" 3629.032 "Moyenne Inf" 11250 "2eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.26 1.4 17.525 11.937 0.155887853853737 16 5 0 17.3879995882194
"Professions intermediaires" 6770.833 "Moyenne Sup" 16250 "3eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 3.68 5.53 7.02 6.28 0.88352919034272 88 4 1 16.8270914331976
"Professions intermediaires" 7386.364 "Moyenne Sup" 16250 "3eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 2.99 0.95 2.385 1.66 0.99813369320656 100 4 1 8.0957914464222
"Retraites" 2058.823 "Modeste" 3500 "1er quartile" "3" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.9 2.665 4.45 0.701740566836325 70 0 0 15.573339152015
"Ouvriers" 4296.875 "Moyenne Inf" 13750 "1er quartile" "3" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 4.6 0.5 4.42 0.58 6.575 3.015 0.100427932361552 10 18 0 11.3596708827523
"Retraites" 4411.765 "Moyenne Inf" 7500 "2eme quartile" "3" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 5.399 1.515 0 30 0 0 15.1027065781863
"Retraites" 5000 "Moyenne Inf" 8500 "3eme quartile" "3" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 0.4 0.48 0 30 0 1 19.2517338610005
"Professions intermediaires" 9375 "Moyenne Sup" 22500 "4eme quartile" "3" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0.25 0 0.12 6.605 0.76 1.43450444514019 143 4 1 18.8063672976822
"Ouvriers" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "3" "1" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.75 9.675 0.84 3.09923044749305 310 0 1 17.3619784910356
"Retraites" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "3" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 1.15 6.345 22.195 7.37 0.709195087573651 71 4 1 19.4227454084693
"Ouvriers" 3235.294 "Modeste" 5500 "1er quartile" "3" "0" "Communes rurales" "Proprietaire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.41 0.6 8.925 7.41 1.02975560306538 103 3 0 17.2891503498601
"Ouvriers" 3823.529 "Moyenne Inf" 6500 "2eme quartile" "3" "0" "Communes rurales" "Proprietaire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.69 0 0 0.78 0 30 3 0 12.4400177523793
"Employes" 2638.889 "Modeste" 9500 "1er quartile" "3" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.69 0.85 24.451 1.88 0.042667003570828 4 6 0 14.8316938753711
"Cadres et prof. intellectuelles sup." 7236.842 "Moyenne Sup" 27500 "3eme quartile" "3" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "51-60" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 5 0 0.28 3.23 0.54 19.575 3.7 0.131202634425432 13 12 1 20.0856457010069
"Ouvriers" 7812.5 "Moyenne Sup" 18750 "4eme quartile" "3" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 1.04 0.3 4.01 0.485 1.08286638798256 108 4 1 17.3612952969715
"Employes" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "3" "3" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 4.225 0.225 0 30 0 1 15.758566845979
"Ouvriers" 4687.5 "Moyenne Inf" 11250 "2eme quartile" "3" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 0 8.28 2.05 0 30 0 1 15.5842233134122
"Agr. exploitants" 6500 "Moyenne Inf" 6500 "4eme quartile" "3" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 9.89 1.475 6.949 7.881 6.17650503243792 618 2 1 17.5902339278268
"Ouvriers" 1666.667 "Modeste" 7500 "1er quartile" "3" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "51-60" "Autre menage" 6 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 6 0 0 0 0.8 12.308 0.48 0.0110443212659064 1 0 0 18.5624002787385
"Employes" 1590.909 "Modeste" 3500 "1er quartile" "3" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Pas de vehicule" 2 0 0 0 0 22.601 3.18 0 30 0 0 12.0070766216349
"Retraites" 5500 "Moyenne Inf" 5500 "3eme quartile" "3" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0.4 0 2.76 5.725 8.32 2.86 5.88299603770025 588 4 1 19.0382292379467
"Employes" 2616.279 "Modeste" 11250 "1er quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 6 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 5 1.2 0 4.24 0.8 3.47 6.386 0.0172200506141131 2 14 0 22.5567138888441
"Professions intermediaires" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 2.4 0 0.69 1.8 10.89 2.68 3.78540861674199 379 6 1 19.2028931400182
"Professions intermediaires" 7386.364 "Moyenne Sup" 16250 "3eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 2.76 0.5 0.625 3.421 0.99813369320656 100 4 1 10.7776411866143
"Employes" 3879.31 "Moyenne Inf" 11250 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 3 0 0 0 0 20.66 0.796 0 30 0 0 11.1329285146142
"Retraites" 6500 "Moyenne Inf" 6500 "4eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 2.22 0.3 0 0 7.05746495927491 706 2 1 23.4882879707169
"Ouvriers" 2954.545 "Modeste" 6500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 4 0.5 0.69 2.5 12.945 2.48 0.486034444392075 49 12 0 6.56985431059856
"Ouvriers" 3879.31 "Moyenne Inf" 11250 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 76.6 0 0 9.41 9.654 4.522 98.7709537096862 9877 5 0 14.6198734137459
"Retraites" 5500 "Moyenne Inf" 5500 "3eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 0.3 1.53 2.81 4.97984863351715 498 0 1 18.6213767623283
"Retraites" 9558.823 "Moyenne Sup" 16250 "4eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.23 0.285 3.325 4.015 4.02412614337837 402 3 1 19.0250494484414
"Ouvriers" 2419.355 "Modeste" 7500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.23 2.03 10.15 1.895 0.107840497064122 11 5 0 15.1018028685948
"Retraites" 4411.765 "Moyenne Inf" 7500 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 7.5 2.6 1.44 1.41534118332007 142 0 0 18.994705430897
"Ouvriers" 4276.316 "Moyenne Inf" 16250 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 5 2.3 0 0 7.741 36.33 7.81 0.0824787085395489 8 6 0 18.3593976691209
"Professions intermediaires" 3629.032 "Moyenne Inf" 11250 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.46 2.115 11.06 4.335 0.155887853853737 16 5 0 18.5836755502329
"Ouvriers" 4779.412 "Moyenne Inf" 16250 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 4.875 2 0 0.0771330354265511 8 0 1 11.6812183047221
"Ouvriers" 2647.059 "Modeste" 4500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.225 7.05 1.14 0.859262549589818 86 0 0 17.605523010187
"Ouvriers" 2031.25 "Modeste" 6500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 9.2 0 0.23 0.3 16.875 4.77 0.0744455741755022 7 12 0 10.3493555602268
"Retraites" 5000 "Moyenne Inf" 8500 "3eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 1.15 1.625 12.755 3.68 1.63289732557712 163 3 1 16.0933929875231
"Professions intermediaires" 4435.484 "Moyenne Inf" 13750 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 3.08 10.1 2.359 0.192687478335878 19 0 0 19.412550501729
